order_id,order_date,product_name,region,warehouse,transaction_type,quantity,unit_price_iqd,revenue_iqd,expiry_date
TXN-10222,2026-03-28 10:32:12,LOSART 50mg Tablets,Baghdad,Central,Sale,39,5000,195000,2026-07-01
TXN-10223,2026-05-30 22:32:12,SITAVIA Plus 50/1000mg,Baghdad,Central,Sale,76,5000,380000,2026-08-28
TXN-10224,2026-04-09 06:32:12,ATRANEER 10mg/ml Injection,Basra,West,Sale,55,25000,1375000,2026-04-09
TXN-10225,2026-06-07 18:32:12,SITAVIA 100mg Tablets,Erbil,West,Sale,55,25000,1375000,2027-03-12
TXN-10226,2026-05-28 19:32:12,Neuro-Forte F/C Tablet,Baghdad,West,Return,4,5000,-20000,2027-05-27
TXN-10227,2026-01-11 07:32:12,NAPRON 500mg Tablet,Erbil,South,Sale,96,15000,1440000,2026-02-19
TXN-10228,2026-06-09 19:32:12,ATRANEER 10mg/ml Injection,Basra,Central,Sale,116,25000,2900000,2026-05-18
TXN-10229,2026-02-07 18:32:12,ATRANEER 10mg/ml Injection,Mosul,North,Sale,40,5000,200000,2026-03-15
TXN-10230,2026-04-06 08:32:12,SITAVIA 100mg Tablets,Basra,West,Return,1,25000,-25000,2027-01-05
TXN-10231,2026-01-16 13:32:12,NAPRON 500mg Tablet,Mosul,Central,Sale,136,25000,3400000,2026-07-25
TXN-10232,2026-03-09 09:32:12,Neuro-Forte F/C Tablet,Baghdad,West,Sale,29,5000,145000,2026-05-07
TXN-10233,2026-01-30 18:32:12,CLOXABAN 20mg F/C Tablet,Anbar,Central,Return,3,5000,-15000,2026-04-14
TXN-10234,2026-05-06 14:32:12,CLAFONEER 500mg IV/IM Vial,Anbar,Central,Sale,71,25000,1775000,2026-04-12
TXN-10235,2026-04-08 21:32:12,NAPRON 500mg Tablet,Mosul,Central,Sale,47,5000,235000,2027-03-18
TXN-10236,2026-05-01 15:32:12,SITAVIA Plus 50/1000mg,Baghdad,North,Sale,101,15000,1515000,2026-05-05
TXN-10237,2026-06-11 02:32:12,CLAFONEER 500mg IV/IM Vial,Erbil,South,Sale,45,5000,225000,2026-06-20
TXN-10238,2026-04-29 10:32:12,Neuro-Forte F/C Tablet,Baghdad,South,Sale,91,15000,1365000,2026-08-24
TXN-10239,2026-04-19 20:32:12,CLOXABAN 20mg F/C Tablet,Basra,South,Sale,65,5000,325000,2026-04-06
TXN-10240,2026-04-30 23:32:12,LOSART 50mg Tablets,Baghdad,South,Return,8,12000,-96000,2026-10-16
TXN-10241,2026-06-18 02:32:12,No-vomit 8mg/4ml Injection,Mosul,South,Sale,63,5000,315000,2027-02-28
TXN-10242,2026-03-16 02:32:12,Piodol 500mg Tablets,Mosul,West,Sale,114,7500,855000,2026-05-03
TXN-10243,2026-03-23 09:32:12,Neuro-Forte F/C Tablet,Anbar,South,Sale,129,7500,967500,2026-08-31
TXN-10244,2026-04-08 01:32:12,ATRANEER 10mg/ml Injection,Anbar,West,Sale,86,5000,430000,2027-03-05
TXN-10245,2026-04-27 14:32:12,NAPRON 500mg Tablet,Mosul,West,Sale,48,12000,576000,2026-04-25
TXN-10246,2026-05-27 23:32:12,Piodol 500mg Tablets,Anbar,West,Sale,139,5000,695000,2026-05-29
TXN-10247,2026-01-12 07:32:12,LOSART 50mg Tablets,Anbar,West,Sale,143,15000,2145000,2026-09-08
TXN-10248,2026-05-10 23:32:12,CLAFONEER 500mg IV/IM Vial,Baghdad,West,Sale,45,7500,337500,2027-04-07
TXN-10249,2026-02-08 00:32:12,LOSART 50mg Tablets,Mosul,Central,Sale,22,25000,550000,2026-03-12
TXN-10250,2026-02-10 06:32:12,LOSART 50mg Tablets,Mosul,West,Sale,71,25000,1775000,2026-04-14
